"","society_id","Gathering","Hunting","Fishing","Husbandry","Agriculture","Agriculture_intensity"
"160","Ae4",10.0478468899522,10.0478468899522,19.6172248803828,2.39234449760766,57.8947368421053,"Extensive/shifting"
"161","Ae40",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"162","Ae41",10.0478468899522,19.6172248803828,2.39234449760766,10.0478468899522,57.8947368421053,"Extensive/shifting"
"163","Ae42",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"164","Ae43",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"165","Ae44",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"166","Ae45",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"167","Ae46",2.34741784037559,9.85915492957746,9.85915492957746,2.34741784037559,75.5868544600939,"Extensive/shifting"
"168","Ae47",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"169","Ae48",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"170","Ae49",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,NA
"171","Ae5",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"172","Ae50",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"173","Ae51",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"174","Ae52",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,NA
"175","Ae53",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,NA
"176","Ae54",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,NA
"177","Ae55",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"178","Ae56",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"179","Ae57",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"180","Ae58",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"181","Ae59",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,NA
"182","Ae6",10.2439024390244,20,20,10.2439024390244,39.5121951219512,"Extensive/shifting"
"183","Ae7",2.34741784037559,19.2488262910798,9.85915492957746,2.34741784037559,66.1971830985916,"Extensive/shifting"
"184","Ae8",2.34741784037559,2.34741784037559,9.85915492957746,28.6384976525822,56.8075117370892,"Intensive"
"185","Ae9",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"186","Af1",2.39234449760766,19.6172248803828,10.0478468899522,19.6172248803828,48.3253588516746,"Extensive/shifting"
"187","Af10",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"188","Af11",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"189","Af12",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"190","Af13",10.2439024390244,10.2439024390244,20,10.2439024390244,49.2682926829268,"Extensive/shifting"
"191","Af14",10.0478468899522,2.39234449760766,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"192","Af15",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"193","Af16",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"194","Af17",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"195","Af18",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,"Extensive/shifting"
"196","Af19",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"197","Af2",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"198","Af20",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"199","Af21",2.34741784037559,2.34741784037559,38.0281690140845,9.85915492957746,47.4178403755869,"Extensive/shifting"
"200","Af22",10.2439024390244,10.2439024390244,49.2682926829268,10.2439024390244,20,"Extensive/shifting"
"201","Af23",10.0478468899522,2.39234449760766,19.6172248803828,10.0478468899522,57.8947368421053,"Intensive"
"202","Af24",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"203","Af25",10.0478468899522,2.39234449760766,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
