"","Gathering","Hunting","Fishing","Husbandry","Agriculture","Agriculture_intensity"
"55",10.0478468899522,10.0478468899522,10.0478468899522,2.39234449760766,67.4641148325359,"Extensive/shifting"
"56",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"57",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"58",2.34741784037559,28.6384976525822,19.2488262910798,2.34741784037559,47.4178403755869,"Extensive/shifting"
"59",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"60",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"61",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,NA
"62",2.34741784037559,19.2488262910798,2.34741784037559,9.85915492957746,66.1971830985916,"Extensive/shifting"
"63",11.1111111111111,11.1111111111111,11.1111111111111,2.64550264550265,64.021164021164,"Extensive/shifting"
"64",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"65",2.34741784037559,2.34741784037559,38.0281690140845,9.85915492957746,47.4178403755869,NA
"66",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"67",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"68",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"69",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,NA
"70",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,"Extensive/shifting"
"71",2.34741784037559,19.2488262910798,19.2488262910798,2.34741784037559,56.8075117370892,"Extensive/shifting"
"72",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,"Extensive/shifting"
"73",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"74",2.39234449760766,19.6172248803828,19.6172248803828,10.0478468899522,48.3253588516746,"Extensive/shifting"
"75",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"76",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"77",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive"
"78",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive irrigated"
"79",2.30414746543779,2.30414746543779,2.30414746543779,28.110599078341,64.9769585253456,"Extensive/shifting"
"80",2.34741784037559,19.2488262910798,2.34741784037559,19.2488262910798,56.8075117370892,"Extensive/shifting"
"81",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"82",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"83",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Intensive"
"84",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"85",2.34741784037559,19.2488262910798,19.2488262910798,2.34741784037559,56.8075117370892,"Extensive/shifting"
"86",2.34741784037559,2.34741784037559,28.6384976525822,9.85915492957746,56.8075117370892,"Extensive/shifting"
"87",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Intensive"
"88",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"89",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"90",2.30414746543779,2.30414746543779,2.30414746543779,28.110599078341,64.9769585253456,"Intensive"
"91",2.34741784037559,9.85915492957746,2.34741784037559,47.4178403755869,38.0281690140845,"Intensive irrigated"
"92",2.34741784037559,9.85915492957746,2.34741784037559,38.0281690140845,47.4178403755869,"Extensive/shifting"
"93",2.34741784037559,19.2488262910798,2.34741784037559,28.6384976525822,47.4178403755869,"Extensive/shifting"
"94",2.30414746543779,2.30414746543779,2.30414746543779,46.5437788018433,46.5437788018433,"Intensive"
"95",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"96",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"97",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"98",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive irrigated"
"99",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"100",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,NA
"101",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,"Extensive/shifting"
"102",2.34741784037559,9.85915492957746,28.6384976525822,2.34741784037559,56.8075117370892,"Intensive irrigated"
"103",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive"
"104",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Extensive/shifting"
"105",2.30414746543779,2.30414746543779,2.30414746543779,37.3271889400922,55.7603686635945,"Intensive"
"106",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive"
"107",2.34741784037559,2.34741784037559,19.2488262910798,28.6384976525822,47.4178403755869,"Intensive"
"108",2.30414746543779,2.30414746543779,2.30414746543779,18.8940092165899,74.1935483870968,"Intensive irrigated"
"109",2.30414746543779,2.30414746543779,2.30414746543779,28.110599078341,64.9769585253456,"Intensive"
"110",2.30414746543779,2.30414746543779,2.30414746543779,28.110599078341,64.9769585253456,"Intensive"
"111",2.30414746543779,2.30414746543779,2.30414746543779,37.3271889400922,55.7603686635945,"Extensive/shifting"
"112",2.34741784037559,2.34741784037559,19.2488262910798,28.6384976525822,47.4178403755869,"Intensive"
"113",2.34741784037559,2.34741784037559,28.6384976525822,28.6384976525822,38.0281690140845,"Intensive"
"114",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"115",2.34741784037559,9.85915492957746,2.34741784037559,38.0281690140845,47.4178403755869,"Extensive/shifting"
"116",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Intensive"
"117",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Intensive"
"118",2.34741784037559,2.34741784037559,9.85915492957746,28.6384976525822,56.8075117370892,"Extensive/shifting"
"119",2.34741784037559,2.34741784037559,9.85915492957746,28.6384976525822,56.8075117370892,"Extensive/shifting"
"120",2.34741784037559,19.2488262910798,2.34741784037559,38.0281690140845,38.0281690140845,NA
"121",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"122",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"123",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Intensive"
"124",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Intensive"
"125",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive"
"126",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"127",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"128",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Intensive"
"129",10.0478468899522,19.6172248803828,48.3253588516746,2.39234449760766,19.6172248803828,"Extensive/shifting"
"130",2.34741784037559,2.34741784037559,28.6384976525822,9.85915492957746,56.8075117370892,"Extensive/shifting"
"131",2.34741784037559,2.34741784037559,9.85915492957746,38.0281690140845,47.4178403755869,NA
"132",2.34741784037559,2.34741784037559,9.85915492957746,38.0281690140845,47.4178403755869,"Intensive"
"133",2.39234449760766,10.0478468899522,10.0478468899522,29.1866028708134,48.3253588516746,"Intensive"
"134",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,NA
"135",2.39234449760766,19.6172248803828,19.6172248803828,10.0478468899522,48.3253588516746,"Extensive/shifting"
"136",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"137",2.39234449760766,19.6172248803828,10.0478468899522,19.6172248803828,48.3253588516746,NA
"138",2.39234449760766,10.0478468899522,10.0478468899522,29.1866028708134,48.3253588516746,"Extensive/shifting"
"139",2.34741784037559,2.34741784037559,38.0281690140845,9.85915492957746,47.4178403755869,"Extensive/shifting"
"140",2.34741784037559,38.0281690140845,2.34741784037559,9.85915492957746,47.4178403755869,"Extensive/shifting"
"141",2.39234449760766,19.6172248803828,19.6172248803828,10.0478468899522,48.3253588516746,"Extensive/shifting"
"142",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,NA
"143",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,NA
"144",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,NA
"145",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,"Extensive/shifting"
"146",2.34741784037559,2.34741784037559,47.4178403755869,9.85915492957746,38.0281690140845,"Extensive/shifting"
"147",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"148",2.34741784037559,2.34741784037559,66.1971830985916,9.85915492957746,19.2488262910798,"Extensive/shifting"
"149",10.2439024390244,10.2439024390244,20,10.2439024390244,49.2682926829268,"Extensive/shifting"
"150",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"151",2.30414746543779,28.110599078341,2.30414746543779,2.30414746543779,64.9769585253456,"Extensive/shifting"
"152",2.34741784037559,38.0281690140845,2.34741784037559,9.85915492957746,47.4178403755869,"Extensive/shifting"
"153",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"154",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,"Extensive/shifting"
"155",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"156",2.34741784037559,9.85915492957746,9.85915492957746,2.34741784037559,75.5868544600939,"Extensive/shifting"
"157",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,NA
"158",2.34741784037559,9.85915492957746,9.85915492957746,2.34741784037559,75.5868544600939,"Extensive/shifting"
"159",2.34741784037559,19.2488262910798,19.2488262910798,2.34741784037559,56.8075117370892,"Extensive/shifting"
"160",10.0478468899522,10.0478468899522,19.6172248803828,2.39234449760766,57.8947368421053,"Extensive/shifting"
"161",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"162",10.0478468899522,19.6172248803828,2.39234449760766,10.0478468899522,57.8947368421053,"Extensive/shifting"
"163",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"164",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"165",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"166",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"167",2.34741784037559,9.85915492957746,9.85915492957746,2.34741784037559,75.5868544600939,"Extensive/shifting"
"168",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"169",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"170",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,NA
"171",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"172",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"173",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"174",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,NA
"175",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,NA
"176",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,NA
"177",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"178",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"179",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"180",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"181",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,NA
"182",10.2439024390244,20,20,10.2439024390244,39.5121951219512,"Extensive/shifting"
"183",2.34741784037559,19.2488262910798,9.85915492957746,2.34741784037559,66.1971830985916,"Extensive/shifting"
"184",2.34741784037559,2.34741784037559,9.85915492957746,28.6384976525822,56.8075117370892,"Intensive"
"185",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"186",2.39234449760766,19.6172248803828,10.0478468899522,19.6172248803828,48.3253588516746,"Extensive/shifting"
"187",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"188",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"189",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"190",10.2439024390244,10.2439024390244,20,10.2439024390244,49.2682926829268,"Extensive/shifting"
"191",10.0478468899522,2.39234449760766,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"192",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"193",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"194",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"195",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,"Extensive/shifting"
"196",2.39234449760766,10.0478468899522,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"197",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"198",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"199",2.34741784037559,2.34741784037559,38.0281690140845,9.85915492957746,47.4178403755869,"Extensive/shifting"
"200",10.2439024390244,10.2439024390244,49.2682926829268,10.2439024390244,20,"Extensive/shifting"
"201",10.0478468899522,2.39234449760766,19.6172248803828,10.0478468899522,57.8947368421053,"Intensive"
"202",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"203",10.0478468899522,2.39234449760766,29.1866028708134,10.0478468899522,48.3253588516746,"Extensive/shifting"
"204",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"205",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,"Extensive/shifting"
"206",10.0478468899522,10.0478468899522,2.39234449760766,19.6172248803828,57.8947368421053,"Intensive"
"207",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"208",2.34741784037559,9.85915492957746,19.2488262910798,2.34741784037559,66.1971830985916,"Extensive/shifting"
"209",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"210",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,NA
"211",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"212",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,"Extensive/shifting"
"213",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"214",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"215",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"216",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,"Extensive/shifting"
"217",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"218",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"219",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"220",2.18340611353712,9.17030567685589,26.6375545851528,9.17030567685589,52.8384279475983,"Extensive/shifting"
"221",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"222",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"223",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"224",2.18340611353712,9.17030567685589,70.3056768558952,9.17030567685589,9.17030567685589,NA
"225",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"226",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"227",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"228",2.34741784037559,2.34741784037559,28.6384976525822,9.85915492957746,56.8075117370892,"Extensive/shifting"
"229",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"230",10.0478468899522,2.39234449760766,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"231",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"232",10.0478468899522,29.1866028708134,2.39234449760766,10.0478468899522,48.3253588516746,"Extensive/shifting"
"233",10.2439024390244,20,10.2439024390244,10.2439024390244,49.2682926829268,"Extensive/shifting"
"234",9.85915492957746,2.34741784037559,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"235",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"236",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"237",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"238",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"239",10.0478468899522,2.39234449760766,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"240",2.34741784037559,2.34741784037559,9.85915492957746,9.85915492957746,75.5868544600939,"Extensive/shifting"
"241",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"242",10.0478468899522,2.39234449760766,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"243",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"244",19.6172248803828,2.39234449760766,10.0478468899522,19.6172248803828,48.3253588516746,"Intensive"
"245",10.2439024390244,10.2439024390244,10.2439024390244,10.2439024390244,59.0243902439024,"Extensive/shifting"
"246",19.6172248803828,10.0478468899522,2.39234449760766,10.0478468899522,57.8947368421053,"Extensive/shifting"
"247",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"248",10.0478468899522,10.0478468899522,2.39234449760766,19.6172248803828,57.8947368421053,"Extensive/shifting"
"249",10.2439024390244,10.2439024390244,20,10.2439024390244,49.2682926829268,"Extensive/shifting"
"250",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"251",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,"Extensive/shifting"
"252",10.0478468899522,2.39234449760766,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"253",10.0478468899522,2.39234449760766,19.6172248803828,19.6172248803828,48.3253588516746,"Extensive/shifting"
"254",10.0478468899522,2.39234449760766,29.1866028708134,19.6172248803828,38.755980861244,"Extensive/shifting"
"255",9.85915492957746,2.34741784037559,2.34741784037559,19.2488262910798,66.1971830985916,"Intensive"
"256",2.34741784037559,2.34741784037559,19.2488262910798,19.2488262910798,56.8075117370892,"Extensive/shifting"
"257",10.0478468899522,10.0478468899522,2.39234449760766,19.6172248803828,57.8947368421053,"Extensive/shifting"
"258",10.0478468899522,2.39234449760766,19.6172248803828,19.6172248803828,48.3253588516746,"Extensive/shifting"
"259",10.0478468899522,2.39234449760766,10.0478468899522,29.1866028708134,48.3253588516746,"Extensive/shifting"
"260",2.34741784037559,9.85915492957746,2.34741784037559,28.6384976525822,56.8075117370892,"Extensive/shifting"
"261",9.85915492957746,2.34741784037559,2.34741784037559,19.2488262910798,66.1971830985916,"Extensive/shifting"
"262",2.39234449760766,10.0478468899522,10.0478468899522,19.6172248803828,57.8947368421053,"Extensive/shifting"
"263",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"264",10.0478468899522,2.39234449760766,19.6172248803828,19.6172248803828,48.3253588516746,"Intensive"
"265",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Intensive"
"266",19.2488262910798,2.34741784037559,2.34741784037559,19.2488262910798,56.8075117370892,"Intensive"
