@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
3,6,7,1,1,Sheep/goats,'Absence or near absence',4000,3,38.438397,24.1816,644.28,0,-0.051383,1,-0,1,'Deserts & Xeric Shrublands',23.317144,334581178.7,35.761676,9837.736982,0.251447,0.232603,0.48405,0.403276,0.253957,0.657233,5
3,6,7,1,1,Sheep/goats,'Absence or near absence',1700,20.971903,321.368734,96.337996,2352.44,0.748297,2.067706,0.228192,0.251186,0.479378,'Tropical & Subtropical Moist Broadleaf Forests',20.547446,16805361540,1.937913,175050.8606,0.379776,0.270503,0.650279,0.652543,0.126841,0.779384,8
3,6,7,1,1,Sheep/goats,'Absence or near absence',1000,20.971903,321.368734,96.337996,2352.44,0.748297,2.067706,0.228192,0.251186,0.479378,'Tropical & Subtropical Moist Broadleaf Forests',20.547446,16805361540,1.937913,175050.8606,0.379776,0.270503,0.650279,0.652543,0.126841,0.779384,8
3,6,7,2,1,Sheep/goats,'Absence or near absence',20000,23,262.205494,86.906488,1976.19,0.992094,1.660229,0.19629,0.25041,0.4467,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.137791,11338578902,1.598675,132061.9328,0.367352,0.280124,0.647476,0.650256,0.102343,0.752599,5
3,6,7,1,1,Sheep/goats,'Absence or near absence',5000,23,262.205494,86.906488,1976.19,0.992094,1.660229,0.19629,0.25041,0.4467,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.137791,11338578902,1.598675,132061.9328,0.367352,0.280124,0.647476,0.650256,0.102343,0.752599,5
3,5,5,2,1,Sheep/goats,'Absence or near absence',530000,25.651887,279.178672,74.416682,2049.79,0.218104,1.314643,0.394787,0.126531,0.521318,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.194469,13611477259,1.993852,161826.8751,0.400206,0.261307,0.661513,0.647935,0.129278,0.777213,8
5,6,6,1,1,Bovine,'Absence or near absence',12000,30,259.279446,87.984304,1688.43,0.569842,0.658703,0.285781,0.239273,0.525053,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.210192,7393004084,2.655187,90547.65691,0.339183,0.312164,0.651347,0.598674,0.131889,0.730563,5
5,6,7,2,1,Bovine,'Absence or near absence',65000,26.402164,269.230557,87.863757,1688.43,0.987863,1.103464,0.230873,0.250848,0.481721,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.015534,9896182724,1.876019,113972.1692,0.358439,0.297476,0.655915,0.629178,0.112104,0.741281,5
5,6,7,1,1,Sheep/goats,'Absence or near absence',10000,27,279.22013,92.766388,1637.19,0.986559,0.805796,0.215738,0.245541,0.461279,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.937566,8863090151,1.901409,108514.6497,0.363016,0.293023,0.656039,0.629502,0.114294,0.743796,5
5,6,6,2,1,Bovine,'Absence or near absence',9000,30,259.279446,87.984304,1688.43,0.569842,0.658703,0.285781,0.239273,0.525053,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.210192,7393004084,2.655187,90547.65691,0.339183,0.312164,0.651347,0.598674,0.131889,0.730563,6
5,6,6,2,1,Bovine,'Absence or near absence',30000,30,253.767346,87.552239,1637.19,1.033812,0.71338,0.22075,0.25655,0.4773,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.687682,6491266948,2.810613,85009.42836,0.331084,0.316908,0.647992,0.597259,0.136729,0.733988,5
5,6,6,1,1,Bovine,'More than sporadically',81000,30,259.279446,87.984304,1688.43,0.569842,0.658703,0.285781,0.239273,0.525053,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.210192,7393004084,2.655187,90547.65691,0.339183,0.312164,0.651347,0.598674,0.131889,0.730563,5
5,6,7,1,1,Sheep/goats,'Absence or near absence',30000,30,253.767346,87.552239,1637.19,1.033812,0.71338,0.22075,0.25655,0.4773,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.687682,6491266948,2.810613,85009.42836,0.331084,0.316908,0.647992,0.597259,0.136729,0.733988,5
5,6,6,1,1,Bovine,'Absence or near absence',4500,30,253.767346,87.552239,1637.19,1.033812,0.71338,0.22075,0.25655,0.4773,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.687682,6491266948,2.810613,85009.42836,0.331084,0.316908,0.647992,0.597259,0.136729,0.733988,5
5,6,7,2,1,Sheep/goats,'Absence or near absence',25000,24,251.782211,77.896916,1325.74,0.302536,0.228111,0.353478,0.194821,0.548299,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.463097,5476210063,5.182353,71063.11734,0.318773,0.345457,0.664229,0.540486,0.167168,0.707654,5
5,6,7,2,1,Bovine,'More than sporadically',10000,24,251.782211,77.896916,1325.74,0.302536,0.228111,0.353478,0.194821,0.548299,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.463097,5476210063,5.182353,71063.11734,0.318773,0.345457,0.664229,0.540486,0.167168,0.707654,5
5,6,6,1,1,Sheep/goats,'Absence or near absence',18000,24.821159,324.354443,95.429974,2209.02,0.87427,2.17907,0.205635,0.252289,0.457924,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.705721,16112833795,2.293442,167732.4646,0.357878,0.27828,0.636158,0.639721,0.138265,0.777986,5
5,6,6,2,1,Bovine,'Absence or near absence',50000,25.952173,251.258466,79.589045,1437.75,0.616191,0.516247,0.2782,0.248964,0.527164,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.84576,6162380149,5.342239,75630.67511,0.315684,0.338652,0.654336,0.544551,0.169273,0.713825,5
3,6,6,1,1,Sheep/goats,'Absence or near absence',4000,28,310.28777,98.960229,1889.92,0.658411,1.206846,0.247867,0.235476,0.483343,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.199335,12809603157,2.194188,121622.591,0.317139,0.306655,0.623794,0.617303,0.123874,0.741177,8
5,6,6,1,1,Sheep/goats,'Absence or near absence',100000,24,251.782211,77.896916,1325.74,0.302536,0.228111,0.353478,0.194821,0.548299,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.463097,5476210063,5.182353,71063.11734,0.318773,0.345457,0.664229,0.540486,0.167168,0.707654,8
3,6,7,2,1,Sheep/goats,'Absence or near absence',30000,33.643519,304.422454,101.44844,2323.05,0.736614,2.726551,0.233366,0.221086,0.454452,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.206652,15106533871,1.444312,183005.8687,0.434661,0.252241,0.686902,0.674314,0.121258,0.795573,8
3,6,6,1,1,Sheep/goats,'Absence or near absence',5730,29.763537,313.935028,104.36655,1738.63,0.680906,1.113445,0.259144,0.258651,0.517795,'Montane Grasslands & Shrublands',23.335481,10752520350,2.788994,110037.098,0.317595,0.310513,0.628108,0.600682,0.142726,0.743408,8
3,6,5,1,1,Sheep/goats,'Absence or near absence',90000,27,181.720494,95.8604,1443.14,1.455453,1.045729,0.168703,0.234869,0.403572,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.23463,11106695783,1.595962,157366.6612,0.441375,0.249757,0.691132,0.664738,0.116825,0.781562,8
5,6,6,2,1,Bovine,'More than sporadically',50000,4,198.72497,58.24597,1013.79,0.424785,0.45744,0.325627,0.22442,0.550047,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.570752,4209327604,4.422236,70906.73073,0.342458,0.305272,0.64773,0.569825,0.145638,0.715463,8
3,4,5,3,1,Sheep/goats,'Absence or near absence',500000,35.322859,361.14253,155.794203,1817.56,1.615476,3.332423,0.080215,0.242112,0.322327,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.408317,12553049768,0.403293,234151.6505,0.623253,0.16125,0.784503,0.753329,0.055427,0.808757,8
3,6,6,1,1,Sheep/goats,'Absence or near absence',20000,30.684866,247.217352,86,1547.34,0.578851,0.398674,0.288831,0.239356,0.528187,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.159705,6087159558,2.718927,81763.81244,0.344257,0.321719,0.665977,0.598233,0.138918,0.737151,5
3,6,7,1,1,Sheep/goats,'Absence or near absence',60000,24,237.102222,83.681254,1588.52,1.116098,0.567723,0.218149,0.248303,0.466452,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.443443,9876478900,2.436674,119025.8833,0.347055,0.296545,0.6436,0.613181,0.134175,0.747357,9
3,6,5,2,1,Sheep/goats,'Absence or near absence',25000,33.249772,286.438155,88.285013,1972.38,1.480699,1.902367,0.156494,0.28243,0.438924,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.471614,13853376632,2.681968,155366.478,0.350682,0.280994,0.631676,0.625348,0.15553,0.780878,10
3,6,7,2,1,Bovine,'More than sporadically',90000,30.684866,247.217352,86,1547.34,0.578851,0.398674,0.288831,0.239356,0.528187,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.159705,6087159558,2.718927,81763.81244,0.344257,0.321719,0.665977,0.598233,0.138918,0.737151,6
3,6,7,3,1,Bovine,'More than sporadically',15000,27,279.22013,92.766388,1637.19,0.986559,0.805796,0.215738,0.245541,0.461279,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.937566,8863090151,1.901409,108514.6497,0.363016,0.293023,0.656039,0.629502,0.114294,0.743796,6
3,6,7,2,1,Sheep/goats,'More than sporadically',44000,30.684866,247.217352,86,1547.34,0.578851,0.398674,0.288831,0.239356,0.528187,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.159705,6087159558,2.718927,81763.81244,0.344257,0.321719,0.665977,0.598233,0.138918,0.737151,5
5,6,7,3,1,Bovine,'More than sporadically',30000,14.147904,250.41621,70.326514,1084.01,0.263986,0.034368,0.358743,0.201057,0.5598,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.774763,4825060462,6.857009,60110.40352,0.301677,0.340658,0.642335,0.511193,0.181582,0.692775,7
5,6,7,3,1,Bovine,'More than sporadically',20000,20.973822,258.488853,75.837662,1265.13,0.505261,0.183669,0.299938,0.221785,0.521722,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.899592,5669643250,4.535916,71711.21221,0.319133,0.335566,0.654699,0.550147,0.160529,0.710676,7
3,6,7,1,1,'Absence or near absence','Absence or near absence',2000,5,205.290976,67.581339,1069.94,0.52337,0.373598,0.328285,0.2311,0.559384,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.803876,5677284382,4.118194,86573.50108,0.354353,0.306557,0.66091,0.597141,0.13713,0.734271,5
3,6,5,1,1,Bovine,'More than sporadically',65000,26.82414,240.476131,83.532486,1433.69,0.628983,0.356415,0.274837,0.24619,0.521027,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.257458,6146773524,3.227191,82576.39842,0.342511,0.314791,0.657302,0.589704,0.14383,0.733534,7
3,6,7,4,1,Bovine,'More than sporadically',26000,15.958369,218.056153,68.589045,1152.88,0.729672,0.240145,0.2989,0.24226,0.541159,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.128028,6353451055,3.604359,75442.2055,0.313633,0.338937,0.65257,0.571582,0.153889,0.725471,5
3,6,5,1,1,Bovine,'More than sporadically',45000,23.261058,233.481022,87.243008,1286.32,0.873597,0.360294,0.256884,0.224258,0.481142,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.194267,8563798793,2.341237,106302.7051,0.350509,0.305367,0.655876,0.614427,0.139965,0.754392,6
3,5,7,2,1,Sheep/goats,'Absence or near absence',180000,36.719892,276.664074,132,2222.82,1.550629,2.666728,0.066035,0.256679,0.322714,'Tropical & Subtropical Moist Broadleaf Forests',22.688797,8105781235,0.469693,177855.312,0.610314,0.185175,0.795489,0.751084,0.066344,0.817428,8
3,6,5,1,1,Sheep/goats,'Absence or near absence',24000,29,208.337894,92.72596,1672.14,1.128201,0.923402,0.190715,0.21463,0.405345,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.5087,8837605655,1.708688,141941.7609,0.443689,0.241349,0.685038,0.653098,0.126907,0.780005,8
3,5,7,1,1,Sheep/goats,'Absence or near absence',80000,35.199024,262.344771,115.307321,1968.35,1.666494,2.613942,0.079882,0.270994,0.350876,'Tropical & Subtropical Moist Broadleaf Forests',22.552464,9838372281,0.657954,177067.3056,0.572941,0.210107,0.783049,0.731373,0.080719,0.812092,7
3,5,7,1,1,Sheep/goats,'Absence or near absence',115000,31.319209,252.177007,116.557435,1944.17,1.668359,2.476428,0.059674,0.263324,0.322998,'Tropical & Subtropical Moist Broadleaf Forests',22.450534,11104614185,0.661636,185720.423,0.57209,0.209164,0.781254,0.730899,0.080077,0.810976,7
3,6,5,2,1,Sheep/goats,'Absence or near absence',50000,18.638418,335.682507,131.409387,1619.81,1.426767,2.127173,0.087995,0.251393,0.339389,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.83753,14844572313,0.698459,215884.6641,0.558052,0.207802,0.765854,0.720719,0.07632,0.797039,8
3,4,7,2,1,Sheep/goats,'Absence or near absence',5500,38,292.147591,159.332549,1934.53,1.249776,2.860264,0.045962,0.260944,0.306905,'Tropical & Subtropical Moist Broadleaf Forests',22.431827,9559562628,0.332405,230789.7401,0.659847,0.135113,0.79496,0.76115,0.051576,0.812726,8
3,6,7,2,1,Bovine,'More than sporadically',150000,39.588105,416.992524,181.252787,2216.82,0.658986,3.583383,0.175863,0.195502,0.371365,'Tropical & Subtropical Moist Broadleaf Forests',19.550266,12621532848,0.306967,199654.5255,0.568949,0.146499,0.715448,0.76244,0.043246,0.805687,6
3,6,5,3,1,'Absence or near absence','Absence or near absence',2000000,26,280.417284,115.362875,1492.59,1.517293,1.747601,0.104851,0.22618,0.331031,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.956885,13888434966,1.098126,191222.4513,0.49966,0.236026,0.735686,0.692684,0.09323,0.785914,8
3,4,7,2,1,Sheep/goats,'More than sporadically',19000,38.526097,367.096706,167.321704,2140.28,1.565572,3.761812,0.075119,0.235659,0.310778,'Tropical & Subtropical Moist Broadleaf Forests',20.163608,10822549845,0.293312,226443.0598,0.635182,0.129028,0.76421,0.768629,0.042226,0.810855,7
3,6,5,2,1,Sheep/goats,'More than sporadically',50000,27.454265,399.09087,162.436105,1859.83,0.961219,2.545679,0.115341,0.215865,0.331206,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.927972,13498190269,0.401453,199016.4928,0.55451,0.170046,0.724556,0.747971,0.052561,0.800532,8
3,6,6,2,1,Bovine,'More than sporadically',240000,19.280108,356.285264,129.654962,1829.03,1.390694,1.766211,0.098731,0.236854,0.335585,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.924741,13787300984,1.793653,140933.373,0.421939,0.167427,0.589365,0.653602,0.100998,0.7546,6
3,6,5,2,1,Bovine,'More than sporadically',66000,19,377.058408,151.248486,1929.03,1.407256,1.500783,0.150008,0.256861,0.406869,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.317655,12430370386,2.150685,143130.0985,0.420642,0.18673,0.607372,0.640318,0.111016,0.751335,7
3,6,5,2,1,Bovine,'More than sporadically',20000,26,277.681497,116.629117,1589.49,1.274037,1.230032,0.152416,0.244746,0.397162,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.08297,13219925693,1.090584,181716.4031,0.475649,0.220892,0.69654,0.681888,0.093097,0.774985,8
3,6,5,2,1,Sheep/goats,'Absence or near absence',5000,19.459991,229.420617,91.592441,1366.98,0.747473,0.575496,0.231703,0.221967,0.45367,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.616499,8734248928,2.319055,136019.13,0.425359,0.252626,0.677985,0.620292,0.147467,0.767759,8
3,6,5,2,1,Bovine,'More than sporadically',3500,16.631057,230.570604,84,1277.24,0.707331,0.482482,0.238255,0.21254,0.450795,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.847922,7429342236,2.370255,116212.5778,0.41541,0.26445,0.679859,0.614764,0.136835,0.751599,5
5,6,6,2,1,Bovine,'More than sporadically',20000,4,198.72497,58.24597,1013.79,0.424785,0.45744,0.325627,0.22442,0.550047,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.570752,4209327604,4.422236,70906.73073,0.342458,0.305272,0.64773,0.569825,0.145638,0.715463,5
3,6,6,1,1,Bovine,'More than sporadically',14000,7,203.731796,70.78598,1145.51,0.660315,0.406344,0.260889,0.21096,0.471849,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.628367,6774532672,3.884853,97561.55477,0.364791,0.30821,0.673001,0.592538,0.166781,0.759319,6
3,6,6,2,1,Bovine,'More than sporadically',6000,5,206.073032,61.860345,1066.6,0.625012,0.418187,0.290332,0.261079,0.551411,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.761134,5484783802,3.5562,83224.02109,0.348094,0.310841,0.658935,0.594659,0.131781,0.72644,6
5,6,5,1,1,Bovine,'More than sporadically',12000,9,206.045884,71.108966,1076.24,1.169389,1.000784,0.215382,0.281584,0.496966,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.865983,5341188834,5.508988,91944.26192,0.370049,0.266162,0.636211,0.586465,0.158998,0.745463,6
5,6,6,1,1,Bovine,'More than sporadically',20000,5,206.073032,61.860345,1066.6,0.625012,0.418187,0.290332,0.261079,0.551411,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.761134,5484783802,3.5562,83224.02109,0.348094,0.310841,0.658935,0.594659,0.131781,0.72644,6
5,6,6,2,1,Bovine,'More than sporadically',8000,5,206.073032,61.860345,1066.6,0.625012,0.418187,0.290332,0.261079,0.551411,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.761134,5484783802,3.5562,83224.02109,0.348094,0.310841,0.658935,0.594659,0.131781,0.72644,6
3,6,6,2,1,Bovine,'More than sporadically',3500,3,193.473372,52.746324,999.303,0.340064,0.250609,0.359026,0.228439,0.587465,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.061201,4740996576,4.475404,69907.88513,0.338193,0.327402,0.665595,0.555056,0.168074,0.72313,6
5,6,6,1,1,Bovine,'More than sporadically',37000,3,193.473372,52.746324,999.303,0.340064,0.250609,0.359026,0.228439,0.587465,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.061201,4740996576,4.475404,69907.88513,0.338193,0.327402,0.665595,0.555056,0.168074,0.72313,6
5,6,7,2,1,Sheep/goats,'More than sporadically',35000,16,242.781074,98.388141,1413.19,0.94746,1.306253,0.201117,0.236421,0.437538,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.927928,20849179556,1.468603,187101.7919,0.380217,0.253322,0.633538,0.65362,0.105856,0.759476,7
3,6,6,1,1,Bovine,'More than sporadically',66000,10,210.362073,69.753567,1298.68,1.531069,1.564235,0.154856,0.296196,0.451052,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.271477,9186535687,3.153801,123292.8354,0.376659,0.260426,0.637085,0.616174,0.154014,0.770188,5
3,6,7,1,1,Sheep/goats,'More than sporadically',3000,10.913935,242.429783,83.110647,1355.89,1.245404,2.799432,0.153,0.276083,0.429083,'Tropical & Subtropical Moist Broadleaf Forests',20.24194,19883177312,1.801341,178159.1594,0.3721,0.269923,0.642023,0.641532,0.125624,0.767155,7
3,6,7,2,1,Bovine,'More than sporadically',20000,10.913935,242.429783,83.110647,1355.89,1.245404,2.799432,0.153,0.276083,0.429083,'Tropical & Subtropical Moist Broadleaf Forests',20.24194,19883177312,1.801341,178159.1594,0.3721,0.269923,0.642023,0.641532,0.125624,0.767155,8
3,4,7,1,1,Sheep/goats,'Absence or near absence',33000,33.52224,375.183576,156.792293,1808.27,1.818835,3.424296,0.059275,0.248819,0.308093,'Tropical & Subtropical Moist Broadleaf Forests',20.468784,12804449399,0.370983,221198.5343,0.599868,0.170373,0.770241,0.754555,0.049581,0.804137,8
3,6,6,2,1,Bovine,'More than sporadically',100000,11,222.250492,77.342085,1068.08,0.587249,0.557234,0.286727,0.219589,0.506316,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.476524,6976110728,4.081968,103203.7507,0.38277,0.29569,0.67846,0.590933,0.167952,0.758885,5
3,5,7,1,1,Sheep/goats,'Absence or near absence',200000,24.562895,224.725347,97.971562,2002.52,1.465191,1.433208,0.138131,0.250584,0.388715,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.012292,9502538686,1.528735,144436.2512,0.429393,0.258276,0.687669,0.659374,0.129508,0.788882,8
5,6,6,2,1,Bovine,'More than sporadically',8000,3,198.334709,56.274399,1022.79,0.486328,0.446331,0.307335,0.24231,0.549645,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.147182,4640569710,4.474959,71805.98956,0.335912,0.316362,0.652275,0.562094,0.154896,0.71699,6
6,6,5,1,1,Bovine,'More than sporadically',124,25,233.111518,82.442247,1389.41,0.652843,0.324335,0.31712,0.243748,0.560868,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.484199,6318754762,3.17085,83846.93072,0.339296,0.315358,0.654654,0.589969,0.136244,0.726213,9
3,6,5,2,2,Bovine,'More than sporadically',560000,17.593063,306.269056,144.928605,1922.37,0.58653,1.598839,0.276012,0.221969,0.497981,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.513459,10549284958,2.163738,98681.60794,0.33896,0.153145,0.492105,0.633192,0.106245,0.739437,6
3,6,6,2,1,Sheep/goats,'More than sporadically',200000,19.280108,356.285264,129.654962,1829.03,1.390694,1.766211,0.098731,0.236854,0.335585,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.924741,13787300984,1.793653,140933.373,0.421939,0.167427,0.589365,0.653602,0.100998,0.7546,6
3,6,2,2,1,Bovine,'More than sporadically',500000,10,199.267078,74.831197,1120.01,0.345924,0.434783,0.300168,0.225862,0.52603,'Flooded Grasslands & Savannas',25.175944,7191203638,2.950845,105616.0204,0.388191,0.293795,0.681986,0.597617,0.167793,0.765409,3
3,6,7,2,1,Bovine,'More than sporadically',60000,20,414.032891,156.825377,1879.65,0.971164,1.44446,0.206555,0.250824,0.457379,'Tropical & Subtropical Moist Broadleaf Forests',23.811763,10631556968,2.7152,121924.374,0.385183,0.18329,0.568473,0.617067,0.119465,0.736532,6
3,6,7,1,1,Bovine,'More than sporadically',25000,19,350.592981,141.307321,1765.77,1.443555,1.551988,0.110459,0.249039,0.359498,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.951457,13692843369,1.305274,170507.6056,0.470525,0.19307,0.663595,0.681534,0.088131,0.769665,5
3,6,7,2,1,Bovine,'More than sporadically',45000,19,350.592981,141.307321,1765.77,1.443555,1.551988,0.110459,0.249039,0.359498,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.951457,13692843369,1.305274,170507.6056,0.470525,0.19307,0.663595,0.681534,0.088131,0.769665,5
5,6,5,2,1,Bovine,'More than sporadically',26000,19,377.058408,151.248486,1929.03,1.407256,1.500783,0.150008,0.256861,0.406869,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.317655,12430370386,2.150685,143130.0985,0.420642,0.18673,0.607372,0.640318,0.111016,0.751335,6
3,6,3,1,1,Bovine,'More than sporadically',22000,20,247.433054,100.27404,1495.38,0.814217,0.757147,0.202004,0.224183,0.426187,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.69582,10216392989,1.935771,151948.519,0.445322,0.227303,0.672626,0.635563,0.125401,0.760963,7
3,6,6,2,1,Bovine,'More than sporadically',200000,26.428903,488.289461,164.8709,1970.97,0.607072,2.222199,0.180903,0.177273,0.358176,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.880077,14420996332,0.668606,170669.2223,0.491035,0.164309,0.655344,0.727886,0.061361,0.789247,7
3,6,6,2,1,Bovine,'More than sporadically',2600,15.029758,271.520986,111.463697,1524.43,0.088301,0.271758,0.525758,0.097879,0.623637,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.448942,6188710875,3.844771,97487.99851,0.409434,0.149895,0.559329,0.578664,0.122166,0.70083,3
3,6,2,3,1,Bovine,'More than sporadically',25000,16.045884,390.573076,126.98515,1634.52,0.330101,1.019639,0.325494,0.188891,0.514385,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.753811,8520817898,3.233284,101808.4703,0.365779,0.176563,0.542342,0.604211,0.125851,0.730062,6
1,1,1,2,1,Bovine,'More than sporadically',12500,28.433642,430.790733,166.682363,2092.64,0.222163,1.04238,0.404483,0.124718,0.5292,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.962953,4394659365,2.361187,62002.15607,0.494965,0.173162,0.668127,0.607785,0.137559,0.745345,12
3,6,7,2,1,Bovine,'More than sporadically',4000,16,262.38369,105.120503,1607.93,0.367341,1.170084,0.32535,0.142254,0.467603,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.799758,9326699009,2.935545,125183.5893,0.424634,0.154286,0.57892,0.605685,0.111835,0.717521,6
3,6,3,2,1,Bovine,'More than sporadically',18000,14.012853,285.674245,133.973768,1791.35,0.438007,0.972635,0.318688,0.225999,0.544687,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.111726,9357327292,2.890956,97487.20431,0.339713,0.16957,0.509283,0.614668,0.126219,0.740887,6
3,6,7,2,1,Bovine,'More than sporadically',5200,14.012853,285.674245,133.973768,1791.35,0.438007,0.972635,0.318688,0.225999,0.544687,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.111726,9357327292,2.890956,97487.20431,0.339713,0.16957,0.509283,0.614668,0.126219,0.740887,5
3,6,2,2,1,Bovine,'More than sporadically',42000,18.288622,451.361768,147.148661,1868.11,0.218136,1.295004,0.385912,0.103369,0.48928,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.290422,3868647531,1.484035,54845.00616,0.384484,0.140148,0.524632,0.654026,0.097283,0.751309,3
3,6,3,2,1,Bovine,'More than sporadically',34000,18,280.135158,119.282565,1458.34,0.176356,0.366517,0.422727,0.126494,0.549221,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.471611,7934862124,3.351598,113633.8593,0.409461,0.170067,0.579529,0.595301,0.121562,0.716863,3
6,6,6,2,1,Bovine,'More than sporadically',40000,26.973788,461.498214,173.527241,2127.01,0.335766,3.046227,0.23763,0.147729,0.385359,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.014197,3357364605,1.21209,50566.30196,0.439799,0.147196,0.586995,0.667196,0.09377,0.760966,6
