@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
1,1,2,1,1,Equine,'Absence or near absence',300,4.110216,172.000661,60,1360.94,2.783411,1.474802,0.207623,0.426499,0.634122,'Temperate Conifer Forests',3.72154,2644522890,90.634683,79176.66775,0.502183,0.124668,0.626851,0.261509,0.277787,0.539296,2
1,1,2,2,1,Equine,'Absence or near absence',500,6,168.259518,61.339795,1407.91,2.62904,1.618207,0.176066,0.40835,0.584416,'Temperate Conifer Forests',6.090184,2317525695,87.234786,67671.72084,0.46002,0.146664,0.606684,0.26225,0.279895,0.542145,2
1,1,2,1,1,Equine,'Absence or near absence',300,5.110216,167.71586,65.890704,1225.87,1.337338,1.070109,0.268507,0.424211,0.692718,'Temperate Conifer Forests',3.859663,5424894606,73.157683,98740.72171,0.471755,0.166382,0.638137,0.279293,0.261193,0.540486,13
1,1,2,1,1,Equine,'Absence or near absence',654,9.296087,150.73398,59.657173,1355.1,3.246452,1.714909,0.184987,0.428391,0.613378,'Temperate Conifer Forests',6.053788,10468749298,54.95436,127887.7851,0.434393,0.201878,0.636271,0.305455,0.248429,0.553884,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',6000,15.629941,130.837094,64.465035,1523.06,4.402057,2.425315,0.094952,0.449398,0.544351,'Temperate Conifer Forests',8.247406,11114832951,31.174564,120085.3004,0.439148,0.203385,0.642533,0.364867,0.228458,0.593325,13
1,1,3,1,1,'Absence or near absence','Absence or near absence',1000,7.427245,140.502008,59.963051,1329.45,0.601329,0.877952,0.324506,0.364024,0.68853,'Temperate Conifer Forests',8.795707,4592542683,43.883788,80799.97698,0.445766,0.186346,0.632112,0.331392,0.246183,0.577575,13
1,1,2,2,1,Equine,'Absence or near absence',600,7.533365,129.435529,58.768577,1396.3,0.635773,0.761796,0.334775,0.390348,0.725123,'Deserts & Xeric Shrublands',9.333152,2502730379,64.969844,64391.96119,0.430579,0.185732,0.616311,0.29346,0.265124,0.558583,13
2,6,2,1,1,Equine,'Absence or near absence',1000,9.066991,142.048363,70.879195,1824.36,0.299423,0.665063,0.383676,0.268195,0.651871,'Deserts & Xeric Shrublands',8.41756,1241148100,121.405422,50968.9506,0.488641,0.060697,0.549338,0.242097,0.324723,0.566819,2
1,1,2,2,1,Equine,'Absence or near absence',6000,6,153.338626,67.039056,1719.91,0.935541,0.843639,0.320423,0.373873,0.694296,'Temperate Conifer Forests',2.587971,5321993897,85.852605,99932.22228,0.46947,0.155638,0.625109,0.275819,0.280697,0.556516,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',200,6,118.629763,63.278279,1616.63,0.213736,0.439433,0.440835,0.268539,0.709374,'Deserts & Xeric Shrublands',7.471022,1081445394,101.941663,48614.55192,0.463401,0.141014,0.604415,0.256323,0.291205,0.547528,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',500,5,137.459512,62.599958,1472.66,0.204325,0.433961,0.44593,0.2711,0.71703,'Deserts & Xeric Shrublands',6.622218,1342878435,83.755988,54119.15856,0.467789,0.129081,0.59687,0.276168,0.274591,0.550759,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',140,5,125.153964,63.261879,1545.61,0.157549,0.356738,0.474223,0.246913,0.721136,'Deserts & Xeric Shrublands',7.851569,1029335868,99.289389,44824.81097,0.431256,0.134379,0.565635,0.2623,0.288408,0.550708,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',150,5,165.53544,64.890681,1433.75,0.104912,0.310697,0.527426,0.254848,0.782274,'Deserts & Xeric Shrublands',7.101942,2451547865,84.65665,60190.96331,0.402123,0.145805,0.547928,0.27768,0.272632,0.550312,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',700,5,128.949629,59.056101,1702.56,0.113888,0.299308,0.524855,0.206812,0.731666,'Deserts & Xeric Shrublands',8.388956,957197525.1,98.80512,40779.19349,0.399011,0.139184,0.538195,0.264248,0.289806,0.554054,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',200,3,155.077592,63.932017,1516.57,0.062177,0.247221,0.595647,0.197435,0.793082,'Deserts & Xeric Shrublands',7.90986,3225421760,84.275055,60033.4452,0.359275,0.155469,0.514744,0.280694,0.274396,0.55509,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',700,4.765907,148.32245,56.567004,1587.15,0.035087,0.180174,0.664176,0.162177,0.826353,'Deserts & Xeric Shrublands',8.135032,2536279990,87.484771,50847.81121,0.339894,0.153706,0.4936,0.276207,0.279827,0.556034,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',800,5,130.507187,59.531928,1615.12,0.058342,0.261975,0.593096,0.175859,0.768955,'Deserts & Xeric Shrublands',8.32208,1028244706,97.786472,38729.00014,0.36975,0.133411,0.503161,0.266327,0.289025,0.555351,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',125,4.926413,126.92565,56.688604,1708.35,0.022739,0.163358,0.730861,0.124766,0.855627,'Deserts & Xeric Shrublands',11.373129,3245202182,84.394913,45110.43662,0.254801,0.14903,0.403831,0.287095,0.290029,0.577124,1
6,6,3,1,1,'Absence or near absence','Absence or near absence',200,9,141.68955,65.068036,2058.45,0.066453,0.366267,0.57093,0.196065,0.766995,'Deserts & Xeric Shrublands',11.227669,1424041228,97.215085,39527.90825,0.372244,0.091,0.463244,0.268597,0.318742,0.587339,15
1,1,2,1,1,'Absence or near absence','Absence or near absence',1000,4.926413,126.92565,56.688604,1708.35,0.022739,0.163358,0.730861,0.124766,0.855627,'Deserts & Xeric Shrublands',11.373129,3245202182,84.394913,45110.43662,0.254801,0.14903,0.403831,0.287095,0.290029,0.577124,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',68,7,107.937457,58.805199,1721.13,0.050043,0.190156,0.601517,0.190637,0.792154,'Temperate Conifer Forests',14.052479,2791288112,76.593692,37616.13862,0.218385,0.162796,0.381181,0.294747,0.290729,0.585476,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',100,4.447234,95.084712,47.791536,1641.57,0.043259,0.075698,0.628679,0.198054,0.826732,'Deserts & Xeric Shrublands',13.559586,1686592128,88.60229,30796.11463,0.237485,0.143203,0.380688,0.281054,0.304297,0.58535,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',70,2,98.676492,54.764844,1840.11,0.032225,0.120275,0.671728,0.171739,0.843467,'Deserts & Xeric Shrublands',12.043577,1155145265,103.250765,30271.76407,0.291358,0.11313,0.404488,0.264826,0.313559,0.578384,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',271,2,115.378395,55.262704,1669.14,0.041899,0.118312,0.643889,0.167753,0.811642,'Deserts & Xeric Shrublands',10.783574,1611243635,97.640936,34586.5803,0.281401,0.129396,0.410797,0.271052,0.302728,0.573781,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',530,5,126.003672,67.894991,1789.7,0.081834,0.375834,0.540115,0.192598,0.732713,'Deserts & Xeric Shrublands',7.617603,1086746746,107.434274,38287.80431,0.370013,0.114786,0.4848,0.259294,0.294523,0.553816,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',400,5,126.003672,67.894991,1789.7,0.081834,0.375834,0.540115,0.192598,0.732713,'Deserts & Xeric Shrublands',7.617603,1086746746,107.434274,38287.80431,0.370013,0.114786,0.4848,0.259294,0.294523,0.553816,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',250,4.838246,124.001805,61.995489,1858.92,0.033446,0.216947,0.655744,0.157947,0.813691,'Deserts & Xeric Shrublands',7.41053,948784019.9,120.649091,37729.48279,0.393217,0.101978,0.495195,0.248656,0.300475,0.549132,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',35000,4.953448,122.014436,58.291551,1785.98,0.097513,0.404601,0.518392,0.18455,0.702941,'Deserts & Xeric Shrublands',7.38611,882511473.4,123.964603,37277.05091,0.411024,0.092885,0.503909,0.24484,0.304547,0.549387,1
6,6,2,1,1,'Absence or near absence','Absence or near absence',450,5,133.546731,58.405042,1785.98,0.08676,0.345035,0.541293,0.207796,0.749089,'Deserts & Xeric Shrublands',6.93544,905111359.6,122.001753,41198.76348,0.432693,0.10927,0.541963,0.246602,0.302075,0.548677,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',660,4,149.168727,56.419735,1151.58,0.393235,0.564427,0.389162,0.363137,0.752299,'Temperate Grasslands, Savannas & Shrublands',5.685826,4053939963,83.027438,81587.2315,0.436137,0.177924,0.614061,0.26654,0.269681,0.53622,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',200,6,127.736791,59.594958,1734.56,0.058659,0.226278,0.564635,0.181909,0.746544,'Deserts & Xeric Shrublands',8.006075,489478729.9,132.672524,33035.14434,0.463378,0.081988,0.545366,0.236315,0.316163,0.552478,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',1100,5,140.056101,64.033424,1808.74,0.109575,0.301544,0.519423,0.237512,0.756936,'Deserts & Xeric Shrublands',7.764593,1207815078,113.065174,46030.10201,0.414977,0.133762,0.54874,0.250676,0.296324,0.547,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',600,5,140.056101,64.033424,1808.74,0.109575,0.301544,0.519423,0.237512,0.756936,'Deserts & Xeric Shrublands',7.764593,1207815078,113.065174,46030.10201,0.414977,0.133762,0.54874,0.250676,0.296324,0.547,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',800,5,131.975376,62,1811.85,0.089927,0.269034,0.538563,0.19778,0.736343,'Deserts & Xeric Shrublands',8.554911,975262916.6,103.172082,41814.03191,0.411057,0.141019,0.552076,0.261307,0.29394,0.555246,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',70,5,142.385542,64.557515,1622.63,0.095976,0.267756,0.535076,0.224145,0.759221,'Deserts & Xeric Shrublands',7.875601,1062976236,123.06619,45378.68077,0.43605,0.128014,0.564064,0.241387,0.301859,0.543246,13
1,1,2,1,1,Equine,'Absence or near absence',1500,5,150.413701,68.92586,1449.69,0.602816,0.638031,0.367026,0.341474,0.7085,'Deserts & Xeric Shrublands',5.599373,1174047139,150.130672,48456.81133,0.46423,0.114764,0.578994,0.228111,0.313399,0.54151,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',600,4,149.477305,65.322472,1449.69,0.827444,0.732337,0.337434,0.360572,0.698006,'Deserts & Xeric Shrublands',2.642344,941956428,144.345877,51409.58789,0.523584,0.090225,0.61381,0.237958,0.307582,0.54554,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',500,5.358255,160.262965,66.322472,1676.29,1.15271,0.803354,0.345547,0.369161,0.714708,'Temperate Conifer Forests',1.578531,1203100726,127.407022,60585.65146,0.556367,0.090784,0.647151,0.248135,0.308668,0.556802,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',140,5,127.363823,63.348206,1640.22,0.038683,0.187358,0.621893,0.174831,0.796723,'Deserts & Xeric Shrublands',7.309516,648889680.6,127.830611,36464.66671,0.450147,0.093013,0.54316,0.241274,0.308761,0.550036,1
1,1,2,1,1,'Absence or near absence','Absence or near absence',68,8,131.949874,64.199063,1635.29,0.03158,0.20675,0.673642,0.158164,0.831806,'Deserts & Xeric Shrublands',10.45487,693927816.9,115.201794,36422.39766,0.454543,0.068052,0.522594,0.246455,0.329234,0.575689,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',600,6,165.054614,68.731611,1578.2,0.751768,0.820201,0.316917,0.340568,0.657485,'Deserts & Xeric Shrublands',6.968845,1062440646,150.452919,45545.96006,0.456369,0.11455,0.570919,0.224184,0.315988,0.540171,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',68,9,143.430059,68.392955,1834.94,0.167294,0.557189,0.472157,0.220993,0.69315,'Deserts & Xeric Shrublands',8.821565,919975355.6,121.935169,37986.90996,0.423452,0.083361,0.506813,0.242594,0.322719,0.565314,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',200,6,96.0297,52.816815,1773.14,0.064426,0.085166,0.581064,0.216134,0.797199,'Deserts & Xeric Shrublands',15.644543,1137529987,94.118515,27155.7981,0.266175,0.115609,0.381784,0.274925,0.315151,0.590075,1
6,6,2,1,1,'Absence or near absence','Absence or near absence',300,4.447234,95.084712,47.791536,1641.57,0.043259,0.075698,0.628679,0.198054,0.826732,'Deserts & Xeric Shrublands',13.559586,1686592128,88.60229,30796.11463,0.237485,0.143203,0.380688,0.281054,0.304297,0.58535,1
6,6,2,1,1,'Absence or near absence','Absence or near absence',600,7.388909,129.062228,63.991627,2046.05,0.056926,0.332763,0.583064,0.159482,0.742545,'Deserts & Xeric Shrublands',13.433461,1777255021,93.887539,38239.27368,0.325085,0.103135,0.428221,0.274718,0.314178,0.588897,1
6,6,2,1,1,'Absence or near absence','Absence or near absence',350,3.52403,82.361347,51.363309,1623.31,0.078034,0.059189,0.572498,0.205969,0.778467,'Deserts & Xeric Shrublands',17.756471,1096323688,83.803245,24554.07091,0.23524,0.123764,0.359004,0.284605,0.308778,0.593383,1
6,6,2,1,1,'Absence or near absence','Absence or near absence',330,6,96.0297,52.816815,1773.14,0.064426,0.085166,0.581064,0.216134,0.797199,'Deserts & Xeric Shrublands',15.644543,1137529987,94.118515,27155.7981,0.266175,0.115609,0.381784,0.274925,0.315151,0.590075,1
6,6,2,1,1,Equine,'Absence or near absence',800,8.305101,137.547715,60.885157,1845.93,0.029953,0.216712,0.685665,0.154106,0.839771,'Deserts & Xeric Shrublands',10.886478,751192909,101.48582,33382.1618,0.419523,0.074092,0.493615,0.261371,0.324534,0.585905,1
1,1,2,1,1,Equine,'Absence or near absence',134,7,128.546442,59.952749,1734.56,0.101531,0.358819,0.505568,0.194582,0.70015,'Deserts & Xeric Shrublands',7.412573,700943845.1,131.334597,35802.54809,0.447369,0.08624,0.53361,0.238365,0.314651,0.553016,2
1,1,2,1,1,Equine,'Absence or near absence',200,6,142.194396,66.625609,1946.2,0.3355,0.609826,0.375255,0.259787,0.635043,'Deserts & Xeric Shrublands',8.538288,502659688.7,136.706061,33915.98384,0.474226,0.080265,0.554491,0.232549,0.321922,0.554471,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',300,7.710012,141.382565,74.743069,1946.2,0.336582,0.613562,0.377831,0.270126,0.647957,'Deserts & Xeric Shrublands',7.814352,628409275.2,134.140167,36476.01741,0.469792,0.076136,0.545928,0.233862,0.319686,0.553548,2
1,1,2,1,1,'Absence or near absence','Absence or near absence',1000,7.658084,143.813009,70.303891,1705.46,0.428549,0.910752,0.35045,0.291413,0.641863,'Temperate Conifer Forests',10.262726,9649596028,64.15479,81954.34474,0.263472,0.186843,0.450315,0.307826,0.265456,0.573282,2
1,1,2,1,1,Equine,'Absence or near absence',600,9.613194,153.071781,75.298677,1830.54,0.619884,1.005182,0.328016,0.325706,0.653723,'Temperate Conifer Forests',5.515173,2030763647,88.611892,65949.18337,0.52217,0.109509,0.631678,0.276928,0.313415,0.590343,2
1,1,2,1,1,Equine,'Absence or near absence',1600,7.065945,157.91205,70.519645,1675.88,0.277622,0.545319,0.431977,0.225519,0.657496,'Temperate Grasslands, Savannas & Shrublands',4.408041,1611791553,96.059396,56021.92742,0.531659,0.126263,0.657922,0.270639,0.314015,0.584654,2
1,1,1,1,1,Equine,'Absence or near absence',1500,5,158.655137,64.988841,1960.7,1.393401,0.993836,0.289197,0.39459,0.683786,'Temperate Conifer Forests',1.426844,1524320961,105.709208,73213.00921,0.597546,0.046883,0.644429,0.270187,0.31863,0.588816,2
1,1,2,2,1,Equine,'Absence or near absence',600,5,150.413701,68.92586,1449.69,0.602816,0.638031,0.367026,0.341474,0.7085,'Deserts & Xeric Shrublands',5.599373,1174047139,150.130672,48456.81133,0.46423,0.114764,0.578994,0.228111,0.313399,0.54151,2
1,1,2,2,1,Equine,'Absence or near absence',1600,8,150.280482,62.800084,1551.93,0.302095,0.491014,0.415092,0.311121,0.726213,'Temperate Conifer Forests',2.058303,723584907.3,132.140717,49818.52917,0.596305,0.062252,0.658557,0.247438,0.307938,0.555376,2
2,6,2,1,1,Equine,'Absence or near absence',1000,9,111.101121,57.594276,1865.97,0.094411,0.273116,0.507121,0.208086,0.715207,'Deserts & Xeric Shrublands',15.173097,1510709486,93.159936,32393.8968,0.289503,0.109892,0.399395,0.276085,0.31391,0.589995,1
2,6,2,1,1,'Absence or near absence','Absence or near absence',500,9.745561,131.391218,66.314624,2187.1,0.261844,0.789767,0.382974,0.254137,0.637111,'Temperate Conifer Forests',12.763952,2450220694,82.691416,46753.65273,0.359252,0.094398,0.45365,0.284727,0.311266,0.595994,1
3,6,2,1,1,'Absence or near absence','Absence or near absence',500,8,94.574348,57.811064,1746,0.090915,0.054088,0.56611,0.227448,0.793557,'Deserts & Xeric Shrublands',19.808773,909698008.8,72.912256,22721.04238,0.252423,0.115617,0.36804,0.294642,0.303716,0.598358,1
1,1,2,2,1,Equine,'Absence or near absence',800,5,166.021888,55.985723,1273.27,2.4307,1.148079,0.271027,0.406711,0.677738,'Temperate Conifer Forests',1.034683,3970127342,94.417871,100370.9197,0.530533,0.119411,0.649944,0.260638,0.275677,0.536315,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',600,5,157.691465,49.248089,997.96,3.143456,1.561981,0.19295,0.445485,0.638435,'Temperate Conifer Forests',1.570406,1373561724,79.538956,73915.78364,0.612702,0.102841,0.715543,0.271278,0.259983,0.531262,13
1,1,2,1,1,'Absence or near absence','Absence or near absence',4000,7,119.190113,42,1214.55,2.709544,1.598289,0.169702,0.396166,0.565868,'Temperate Conifer Forests',4.579778,20253910772,52.447889,195278.8429,0.475442,0.173116,0.648558,0.309496,0.23184,0.541336,13
1,1,1,2,1,Equine,'Absence or near absence',2000,6.110216,132,47,1157.23,0.393665,0.456719,0.420745,0.30147,0.722214,'Temperate Grasslands, Savannas & Shrublands',5.905701,488465183,153.80984,36116.94709,0.592019,0.06219,0.654209,0.208754,0.297109,0.505863,4
5,6,7,3,1,Equine,'Absence or near absence',1650,5.466635,112.003701,43.241665,1275.9,0.691292,0.631664,0.35281,0.31411,0.666919,'Temperate Grasslands, Savannas & Shrublands',7.691672,860454562.4,176.050136,38952.27672,0.524485,0.102182,0.626667,0.197883,0.314388,0.512271,10
1,1,1,1,1,Equine,'Absence or near absence',3000,5.518755,130.922506,45.419952,1325.84,0.365009,0.41812,0.440563,0.304823,0.745386,'Temperate Grasslands, Savannas & Shrublands',6.698165,556506245.9,165.498516,34597.46853,0.569926,0.082786,0.652712,0.204076,0.305041,0.509117,4
1,1,1,1,1,Equine,'Absence or near absence',1600,6,134.440057,36.238245,1004.48,0.602159,0.588605,0.376184,0.352544,0.728727,'Temperate Grasslands, Savannas & Shrublands',4.568714,461386041.6,147.0037,35498.67711,0.598619,0.060895,0.659514,0.213793,0.292399,0.506192,4
1,1,1,2,1,Equine,'Absence or near absence',800,4,159.733229,49.173758,1141.98,2.660742,1.355818,0.216863,0.427475,0.644338,'Temperate Conifer Forests',-0.28896,957477170.8,99.19832,61041.18483,0.636506,0.060108,0.696614,0.255543,0.273333,0.528876,4
1,1,1,1,1,Equine,'Absence or near absence',17000,5.253309,168.272939,45.276359,1242.92,2.4245,1.247974,0.248033,0.414165,0.662198,'Boreal Forests/Taiga',3.681032,509217080.3,221.629386,35106.61666,0.579929,0.07223,0.652158,0.183441,0.317538,0.50098,4
5,6,3,1,1,Equine,'Absence or near absence',300,6,125.916798,44,1178.16,1.009924,0.761197,0.3199,0.35863,0.67853,'Temperate Grasslands, Savannas & Shrublands',6.819316,766656465.2,187.557298,37897.45785,0.541238,0.092243,0.633481,0.192343,0.316536,0.508879,8
1,1,1,2,1,Equine,'Absence or near absence',200,19.199265,115.493659,44.744614,1908,0.3601,1.587273,0.33261,0.203603,0.536212,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.733938,1739446792,41.999186,63436.64027,0.524923,0.050192,0.575115,0.369194,0.29655,0.665744,13
1,1,2,2,1,Equine,'Absence or near absence',1165,12.569748,92.653119,48.927601,1647.49,0.40015,0.814497,0.313343,0.243013,0.556356,'Temperate Grasslands, Savannas & Shrublands',15.381136,2024745040,116.484259,62599.08656,0.497083,0.079091,0.576173,0.2382,0.310254,0.548454,4
1,1,1,2,1,Equine,'Absence or near absence',2800,8,169.949164,57.983871,1313.61,3.195612,1.495566,0.200505,0.433006,0.633511,'Temperate Conifer Forests',1.870934,3106802139,99.827466,89774.3142,0.539325,0.104424,0.64375,0.253763,0.280388,0.534151,4
1,1,1,1,1,Equine,'Absence or near absence',12500,4.35956,131,50,1327.92,1.661653,1.063358,0.265326,0.412447,0.677774,'Temperate Broadleaf & Mixed Forests',7.923836,1018208302,199.820296,51204.98316,0.559492,0.081995,0.641486,0.190092,0.330771,0.520863,4
1,1,1,1,1,Equine,'Absence or near absence',200,12.569748,92.653119,48.927601,1647.49,0.40015,0.814497,0.313343,0.243013,0.556356,'Temperate Grasslands, Savannas & Shrublands',15.381136,2024745040,116.484259,62599.08656,0.497083,0.079091,0.576173,0.2382,0.310254,0.548454,4
2,6,2,1,1,Equine,'Absence or near absence',900,4.35956,131,50,1327.92,1.661653,1.063358,0.265326,0.412447,0.677774,'Temperate Broadleaf & Mixed Forests',7.923836,1018208302,199.820296,51204.98316,0.559492,0.081995,0.641486,0.190092,0.330771,0.520863,4
1,1,2,1,1,'Absence or near absence','Absence or near absence',200,16,100.22809,49.026953,1908,0.175918,0.938507,0.423676,0.132443,0.556119,'Deserts & Xeric Shrublands',20.157465,1601991680,67.285439,57380.65724,0.50455,0.059841,0.564391,0.30408,0.300661,0.604741,2
1,1,1,1,1,Equine,'Absence or near absence',4700,11.272939,92.878422,49.940891,1806.61,0.197767,0.564359,0.406087,0.174891,0.580978,'Temperate Grasslands, Savannas & Shrublands',16.629089,1582929654,94.498343,62111.52229,0.524377,0.062441,0.586818,0.264448,0.310028,0.574476,4
2,2,2,2,1,Equine,'Absence or near absence',1800,7,145.377846,61.490426,1561.72,0.854523,0.777878,0.325823,0.345703,0.671526,'Temperate Conifer Forests',3.666578,1949039374,115.620995,59029.69914,0.547853,0.127309,0.675163,0.246295,0.290044,0.536339,4
2,6,1,2,1,Equine,'Absence or near absence',4700,10,132.266016,55.003162,1466.56,0.174794,0.41497,0.511227,0.199156,0.710383,'Temperate Grasslands, Savannas & Shrublands',6.792525,2635014237,96.857598,61599.32491,0.463902,0.144005,0.607907,0.266485,0.307182,0.573667,4
5,6,3,2,1,Equine,'Absence or near absence',300,6,125.916798,44,1178.16,1.009924,0.761197,0.3199,0.35863,0.67853,'Temperate Grasslands, Savannas & Shrublands',6.819316,766656465.2,187.557298,37897.45785,0.541238,0.092243,0.633481,0.192343,0.316536,0.508879,10
1,1,1,2,1,Equine,'Absence or near absence',600,3,166.2808,44.96668,1124.54,2.097619,1.084906,0.296463,0.406753,0.703217,'Temperate Grasslands, Savannas & Shrublands',1.897349,378576904.5,178.256799,34208.54456,0.612383,0.059895,0.672278,0.203246,0.292396,0.495642,4
1,1,2,2,1,Equine,'Absence or near absence',600,7,120.452479,59.599958,1387.51,0.600769,0.673036,0.344228,0.302303,0.646531,'Temperate Grasslands, Savannas & Shrublands',8.070335,1462953874,125.850337,50531.75926,0.509241,0.124934,0.634174,0.233,0.301145,0.534145,4
1,1,2,2,1,Equine,'Absence or near absence',2300,7,106.741208,49,1490.18,0.324554,0.571517,0.424681,0.263239,0.68792,'Temperate Grasslands, Savannas & Shrublands',8.966936,2725917396,105.753774,61738.9599,0.457187,0.151578,0.608765,0.25259,0.299768,0.552358,4
3,6,3,2,1,Equine,'Absence or near absence',1500,11,123.835474,46,1383.3,1.536113,1.21502,0.215432,0.394513,0.609945,'Temperate Grasslands, Savannas & Shrublands',11.760241,1493910272,158.423866,58579.20477,0.521678,0.09944,0.621118,0.206702,0.3234,0.530102,10
3,6,3,1,1,Equine,'Absence or near absence',1300,13.497095,126.106064,47,1442.32,1.32207,1.22285,0.227607,0.372166,0.599773,'Temperate Grasslands, Savannas & Shrublands',12.743295,1750642399,150.179541,62453.73322,0.522687,0.087734,0.610421,0.210794,0.321932,0.532726,10
3,6,3,2,1,Equine,'Absence or near absence',825,9,116.795028,47.800084,1307.65,0.989252,0.957071,0.294438,0.344244,0.638682,'Temperate Grasslands, Savannas & Shrublands',9.932951,1258365361,157.628549,49240.78587,0.515037,0.102414,0.617451,0.207001,0.312549,0.51955,15
3,6,3,2,1,'Absence or near absence','Absence or near absence',1100,27.536364,115,50,2020.29,2.753051,2.230892,0.10361,0.393706,0.497316,'Temperate Broadleaf & Mixed Forests',13.188993,2520386451,79.893263,100289.0258,0.608999,0.053444,0.662443,0.285053,0.299519,0.584572,10
3,6,7,2,1,'Absence or near absence','Absence or near absence',2000,23.911134,113.112974,45,1720.67,1.890786,1.998049,0.12055,0.312005,0.432555,'Temperate Conifer Forests',17.121687,2245098474,76.901231,86620.64129,0.575729,0.041343,0.617072,0.289006,0.313383,0.602389,15
3,6,2,2,1,'Absence or near absence','Absence or near absence',1100,11.414817,133.007528,45.599958,1344.48,1.94459,1.280861,0.22432,0.405362,0.629682,'Temperate Broadleaf & Mixed Forests',9.224906,1407598003,166.873586,65073.05301,0.575437,0.079661,0.655099,0.209687,0.324954,0.534641,15
3,6,3,2,1,'Absence or near absence','Absence or near absence',1700,14,145.95367,43.322472,1524.25,2.153872,1.305636,0.229552,0.413214,0.642765,'Temperate Broadleaf & Mixed Forests',7.946549,1287365423,165.149126,65162.55505,0.591649,0.069383,0.661032,0.21525,0.328125,0.543375,15
3,6,3,2,1,Equine,'Absence or near absence',1400,10.206895,122.724851,48.530478,1396.1,1.172527,0.986382,0.261875,0.363463,0.625338,'Temperate Grasslands, Savannas & Shrublands',12.042465,1479082272,157.967974,56576.73156,0.512841,0.107269,0.62011,0.206097,0.320142,0.526239,10
3,6,3,2,1,'Absence or near absence','Absence or near absence',6000,24.532973,124.405042,43.364336,1700.56,1.392868,1.148796,0.243832,0.399512,0.643344,'Temperate Broadleaf & Mixed Forests',11.519921,1949865906,114.498132,84531.65068,0.58719,0.050648,0.637837,0.24519,0.310995,0.556186,15
3,6,3,2,1,Equine,'Absence or near absence',500,18,104.511313,47.989906,1725.43,0.465006,0.79267,0.299592,0.252186,0.551778,'Temperate Grasslands, Savannas & Shrublands',17.275823,2104661660,107.180144,68369.40767,0.52039,0.069123,0.589513,0.250171,0.315385,0.565556,10
